p,throughput_mbps_corrected,avg_delay_ms,efficiency
0.1,0.003198768,554.664,0.4999018564754097
0.2,0.004799168,415.291,0.7500115646828339
0.3,0.006398552,300.273,0.9999624929205387
0.4,0.006398768,226.409,0.9999962492920538
0.5,0.006398792,147.7804,1.0
0.6,0.005758912800000001,156.64722399999997,0.9000000000000001
0.7,0.0051190336000000005,169.84489087999995,0.8
0.8,0.0044791544,194.51697123839992,0.7
0.9,0.0038392752,235.0010443356159,0.6
